report_date,SKU,Qty
2022-04-25,SET193-KR-NP-A-XL,2
2022-04-25,JNE3160-KR-G-XXL,2
2022-04-25,J0339-DR-XXXL,12
2022-04-25,SET184-KR-PP-S,7
2022-04-25,BL021-71BLACK,15
2022-04-25,JNE3560-KR-L,4
2022-04-25,J0113-TP-S,6
2022-04-25,J0307-TP-XXXL,2
2022-04-25,JNE3546-KR-XXL,1
2022-04-25,JNE3764-KR-XXXL,2
2022-04-25,SET182-KR-DH-XL,2
2022-04-25,JNE3622-KR-XXL,1
2022-04-25,JNE3706-DR-XL,3
2022-04-25,BL004-50CHIKU-B,1
2022-04-25,JNE3461-KR-XXL,7
2022-04-25,NW034-TP-PJ-XXXL,2
2022-04-25,J0108-SKD-M,2
2022-04-25,JNE3368-KR-XXL,29
2022-04-25,SET304-KR-DPT-XS,11
2022-04-25,J0341-DR-M,56
2022-04-25,JNE3400-KR-L,2
2022-04-25,J0340-TP-L,3
2022-04-25,JNE3659-TP-N-L,1
2022-04-25,J0373-KR-S,1
2022-04-25,J0380-SKD-M,1
2022-04-25,JNE3364-KR-1051-A-L,6
2022-04-25,JNE3607-KR-XS,3
2022-04-25,J0005-DR-S,5
2022-04-25,JNE3700-KR-XXXL,1
2022-04-25,J0234-SKD-XXL,1
2022-04-25,JNE3516-KR-E-M,1
2022-04-25,JNE3716-KR-M,1
2022-04-25,JNE3225-KR-XXXL,1
2022-04-25,SET326-KR-PP-L,1
2022-04-25,J0305-DR-S,1
2022-04-25,JNE3465-KR-XXXL,14
2022-04-25,J0094-KR-M,2
2022-04-25,J0224-SKD-XL,1
2022-04-25,J0301-TP-XL,14
2022-04-25,SET350-KR-NP-L,3
2022-04-25,NW004-TP-PJ-M,1
2022-04-25,MEN5032-KR-M,10
2022-04-25,J0122-TP-XXL,6
2022-04-25,J0105-KR-XL,2
2022-04-25,SET165-KR-PP-S,1
2022-04-25,JNE2171-KR-437-XXL,4
2022-04-25,J0096-KR-XXL,8
2022-04-25,SET038-KR-PP-XS,1
2022-04-25,JNE3617-KR-XXXL,1
2022-04-25,MEN5015-KR-XL,1
2022-04-25,JNE3440-KR-N-M,24
2022-04-25,J0136-KR-XXL,1
2022-04-25,SET183-KR-DH-XL,10
2022-04-25,J0328-KR-L,2
2022-04-25,SET220-KR-PP-L,2
2022-04-25,SET365-KR-NP-XXL,1
2022-04-25,J0012-SKD-XL,9
2022-04-25,SET339-KR-NP-XXL,13
2022-04-25,J0203-TP-XL,1
2022-04-25,SET194-KR-NP-M,6
2022-04-25,SET349-KR-NP-S,6
2022-04-25,JNE3225-KR-XS,1
2022-04-25,J0242-SKD-L,1
2022-04-25,JNE3476-KR-L,2
2022-04-25,SET240-KR-PP-XL,1
2022-04-25,SET201-KR-NP-A-XS,1
2022-04-25,J0328-KR-XXXL,1
2022-04-25,BL103-XS,1
2022-04-25,J0142-KR-XL,1
2022-04-25,JNE3436-KR-XS,1
2022-04-25,SET156-KR-NP-M,1
2022-04-25,JNE3609-KR-M,5
2022-04-25,JNE3672-TU-M,3
2022-04-25,J0095-SET-XXL,3
2022-04-25,SET219-KR-PP-XXL,2
2022-04-25,MEN5019-KR-S,4
2022-04-25,JNE3270-KR-XS,3
2022-04-25,SET145-KR-NP-XS,4
2022-04-25,SET100-KR-PP-XS,1
2022-04-25,JNE3659-TP-N-XS,1
2022-04-25,SET404-KR-NP-XS,2
2022-04-25,JNE1525-KR-UDF19-A-XL,2
2022-04-25,SET197-KR-NP-XS,2
2022-04-25,JNE3294-KR-S,2
2022-04-25,NW007-ST-CP-L,1
2022-04-25,BL019-71PINK-B,2
2022-04-25,MEN5002-KR-L,6
2022-04-25,SET331-KR-NP-L,23
2022-04-25,SET224-KR-NP-XXL,3
2022-04-25,JNE3556-KR-M,1
2022-04-25,JNE3721-KR-XL,6
2022-04-25,JNE3787-KR-S,7
2022-04-25,JNE3766-KR-M,1
2022-04-25,J0306-DR-XXXL,2
2022-04-25,J0164-DR-S,1
2022-04-25,JNE3559-KR-XXXL,1
2022-04-25,MEN5022-KR-L,3
2022-04-25,SET156-KR-NP-L,1
2022-04-25,SET147-KR-NP-S,1
2022-04-25,SET385-KR-NP-XXXL,1
2022-04-25,JNE3407-KR-XXL,1
2022-04-25,SET405-KR-NP-M,5
2022-04-25,JNE3729-KR-XXXL,1
2022-04-25,J0343-DR-XXL,8
2022-04-25,J0283-SET-L,4
2022-04-25,JNE3373-KR-XL,6
2022-04-25,J0041-SET-XL,1
2022-04-25,J0334-TP-S,5
2022-04-25,JNE3612-KR-L,3
2022-04-25,J0048-TP-XL,1
2022-04-25,JNE3334-KR-XL,2
2022-04-25,SET058-KR-NP-XXL,1
2022-04-25,SET183-KR-DH-XXL,2
2022-04-25,JNE3554-KR-L,1
2022-04-25,BL103-XL,1
2022-04-25,JNE3690-TU-M,2
2022-04-25,JNE3635-KR-XS,1
2022-04-25,JNE3571-KR-XXL,1
2022-04-25,J0006-SET-XL,4
2022-04-25,SET393-KR-NP-S,14
2022-04-25,J0234-SKD-L,1
2022-04-25,JNE3399-KR-XXL,12
2022-04-25,J0008-SKD-L,13
2022-04-25,MEN5009-KR-XL,12
2022-04-25,JNE3835-KR-XS,1
2022-04-25,JNE3618-KR-S,5
2022-04-25,SET195-KR-NP-A-S,1
2022-04-25,J0343-DR-XXXL,6
2022-04-25,J0324-CD-L,1
2022-04-25,SET282-KR-PP-XXXL,2
2022-04-25,SET322-KR-SHA-XXL,4
2022-04-25,NW027-TP-PJ-XXL,1
2022-04-25,NW035-ST-CP-M,1
2022-04-25,JNE2291-KR-602-L,5
2022-04-25,SET038-KR-PP-S,1
2022-04-25,J0131-KR-XXL,1
2022-04-25,SET377-KR-NP-S,2
2022-04-25,J0399-DR-XXXL,1
2022-04-25,MEN5018-KR-S,1
2022-04-25,JNE3869-DR-XXXL,1
2022-04-25,SET220-KR-PP-XL,2
2022-04-25,JNE3068-KR-A-L,2
2022-04-25,J0355-KR-S,5
2022-04-25,SET233-KR-PP-XXXL,6
2022-04-25,JNE3757-KR-S,2
2022-04-25,JNE3655-TP-L,3
2022-04-25,SET323-KR-NP-M,3
2022-04-25,J0344-TP-XXL,2
2022-04-25,JNE3761-KR-XS,1
2022-04-25,J0148-SET-XS,1
2022-04-25,JNE3810-KR-L,1
2022-04-25,NW020-ST-SR-XXL,2
2022-04-25,SET229-KR-PP-XXL,2
2022-04-25,J0087-TP-XL,1
2022-04-25,SET209-KR-PP-XXXL,2
2022-04-25,JNE3637-KR-M,1
2022-04-25,J0294-TP-S,1
2022-04-25,J0277-SKD-XXL,2
2022-04-25,JNE3633-KR-S,1
2022-04-25,JNE3423-KR-L,16
2022-04-25,JNE3603-KR-XXL,6
2022-04-25,J0341-DR-L,37
2022-04-25,SET288-KR-NP-L,3
2022-04-25,MEN5023-KR-M,5
2022-04-25,J0338-DR-S,7
2022-04-25,J0198-TP-M,2
2022-04-25,J0343-DR-XS,2
2022-04-25,SET396-KR-PP-S,1
2022-04-25,JNE3749-KR-XS,3
2022-04-25,JNE3799-KR-XXXL,1
2022-04-25,J0096-KR-S,3
2022-04-25,JNE3611-KR-L,1
2022-04-25,SET392-KR-NP-XXXL,3
2022-04-25,SET287-KR-NP-L,1
2022-04-25,JNE3649-TP-N-XS,1
2022-04-25,MEN5006-KR-M,1
2022-04-25,BL099-S,1
2022-04-25,SET192-KR-NP-XXXL,2
2022-04-25,JNE3795-KR-XXL,3
2022-04-25,JNE3795-KR-L,1
2022-04-25,SET094-KR-NP-S,3
2022-04-25,J0339-DR-L,23
2022-04-25,SET328-KR-NP-L,7
2022-04-25,SET280-KR-PP-XXL,10
2022-04-25,JNE3546-KR-S,6
2022-04-25,J0285-SKD-XXL,3
2022-04-25,JNE3608-KR-L,2
2022-04-25,J0416-DR-S,2
2022-04-25,JNE3480-KR-XL,1
2022-04-25,JNE3633-KR-XXL,1
2022-04-25,J0351-SET-XL,1
2022-04-25,J0340-TP-XL,3
2022-04-25,JNE3640-TP-N-XXL,1
2022-04-25,SET131-KR-NP-A-XXL,2
2022-04-25,J0025-DR-M,1
2022-04-25,SET196-KR-NP-XL,1
2022-04-25,JNE3674-TU-XXL,2
2022-04-25,CH208-MUSTARD-L,1
2022-04-25,JNE3752-KR-XL,2
2022-04-25,BL035-161GOLD,2
2022-04-25,NW022-TP-PJ-XS,4
2022-04-25,JNE3437-KR-L,5
2022-04-25,SET319-KR-NP-S,4
2022-04-25,JNE3866-KR-M,1
2022-04-25,JNE3440-KR-N-XXXL,24
2022-04-25,J0181-TP-L,2
2022-04-25,NW022-TP-PJ-XL,1
2022-04-25,SET290-KR-DPT-XXL,3
2022-04-25,J0354-KR-L,1
2022-04-25,J0348-SET-XL,1
2022-04-25,JNE3434-KR-XS,1
2022-04-25,JNE3334-KR-S,1
2022-04-25,SET038-KR-PP-XXL,2
2022-04-25,SET062-KR-SP-L,1
2022-04-25,MEN5027-KR-XXL,2
2022-04-25,SET385-KR-NP-XL,3
2022-04-25,SET313-KR-NP-XL,1
2022-04-25,JNE3605-KR-XXL,1
2022-04-25,J0251-SKD-M,2
2022-04-25,JNE3575-KR-XXL,1
2022-04-25,JNE3634-KR-XL,2
2022-04-25,J0297-TP-L,3
2022-04-25,MEN5031-KR-XL,1
2022-04-25,J0036-TP-XS,1
2022-04-25,JNE3642-TP-XS,1
2022-04-25,JNE3690-TU-XS,2
2022-04-25,SET291-KR-PP-M,23
2022-04-25,J0328-KR-XXL,1
2022-04-25,J0009-SKD-XL,1
2022-04-25,AN208-MUSTARD-XXL,1
2022-04-25,J0004-SKD-XS,3
2022-04-25,JNE3614-KR-XL,2
2022-04-25,SET260-KR-PP-S,1
2022-04-25,SET288-KR-NP-XXXL,5
2022-04-25,SET048-KR-NP-XXXL,1
2022-04-25,SET329-KR-NP-XS,3
2022-04-25,JNE3676-TU-L,3
2022-04-25,SET293-KR-NP-XS,5
2022-04-25,SET145-KR-NP-M,11
2022-04-25,JNE3785-KR-XL,7
2022-04-25,JNE1977-KR-237-XXL,2
2022-04-25,JNE3690-TU-S,3
2022-04-25,SET350-KR-NP-XXL,1
2022-04-25,JNE3800-KR-A-M,1
2022-04-25,J0220-BL-M,1
2022-04-25,J0095-SET-L,4
2022-04-25,JNE3618-KR-M,13
2022-04-25,JNE3611-KR-S,4
2022-04-25,J0090-TP-L,1
2022-04-25,J0097-KR-L,3
2022-04-25,JNE3479-KR-XXL,2
2022-04-25,SET288-KR-NP-XL,3
2022-04-25,JNE3144-KR-S,1
2022-04-25,SET145-KR-NP-XL,1
2022-04-25,JNE3735-KR-XXXL,2
2022-04-25,SET153-KR-NP-XS,1
2022-04-25,SET377-KR-NP-M,1
2022-04-25,J0134-SET-XS,1
2022-04-25,J0118-TP-S,1
2022-04-25,JNE3042-KR-XXL,1
2022-04-25,J0339-DR-XS,3
2022-04-25,JNE3804-KR-XS,4
2022-04-25,JNE3636-KR-XL,3
2022-04-25,J0212-DR-L,3
2022-04-25,JNE1951-KR-155-XL,1
2022-04-25,J0108-SKD-XXL,2
2022-04-25,JNE3744-TU-XL,4
2022-04-25,JNE2100-KR-144-M,2
2022-04-25,J0023-TP-L,1
2022-04-25,JNE3613-KR-L,19
2022-04-25,JNE3376-KR-XXXL,1
2022-04-25,JNE3466-KR-XS,1
2022-04-25,SET313-KR-NP-XS,1
2022-04-25,JNE3702-KR-XXL,1
2022-04-25,MEN5022-KR-S,1
2022-04-25,BL098-XS,1
2022-04-25,SET334-KR-NP-S,1
2022-04-25,J0122-TP-XL,1
2022-04-25,J0344-TP-XXXL,2
2022-04-25,JNE3805-KR-XXXL,9
2022-04-25,SET227-KR-PP-A-M,3
2022-04-25,J0401-DR-M,3
2022-04-25,SET265-KR-NP-XS,1
2022-04-25,J0210-DR-M,2
2022-04-25,J0297-TP-XS,2
2022-04-25,JNE2209-KR-498-A-XL,1
2022-04-25,JNE3675-TU-XL,1
2022-04-25,JNE3654-TP-L,2
2022-04-25,JNE3716-KR-L,2
2022-04-25,JNE3544-KR-M,1
2022-04-25,JNE3429-KR-M,1
2022-04-25,SET098-KR-PP-S,14
2022-04-25,JNE2032-KR-205-XXXL,5
2022-04-25,SAR069,2
2022-04-25,JNE3799-KR-L,2
2022-04-25,JNE3697-KR-L,11
2022-04-25,J0285-SKD-L,3
2022-04-25,SET397-KR-NP-XXXL,9
2022-04-25,JNE3645-TP-N-XXL,8
2022-04-25,SET254-KR-NP-M,2
2022-04-25,JNE3607-KR-M,1
2022-04-25,JNE3835-KR-XXL,1
2022-04-25,J0382-SKD-S,1
2022-04-25,J0082-TP-XL,2
2022-04-25,JNE3431-KR-XXXL,1
2022-04-25,JNE3363-KR-1032-XL,3
2022-04-25,SET320-KR-NP-XXL,2
2022-04-25,MEN5002-KR-M,2
2022-04-25,JNE2265-KR-501-XXL,5
2022-04-25,SET383-KR-NP-S,1
2022-04-25,SET240-KR-PP-L,1
2022-04-25,J0297-TP-XL,2
2022-04-25,J0280-SKD-XXL,1
2022-04-25,JNE3407-KR-S,1
2022-04-25,JNE3648-TP-N-M,1
2022-04-25,BL089-XXL,1
2022-04-25,SET397-KR-NP-XL,16
2022-04-25,NW029-ST-SR-XXXL,2
2022-04-25,J0181-TP-XXXL,2
2022-04-25,JNE3706-DR-XXL,1
2022-04-25,JNE3348-KR-XXL,1
2022-04-25,JNE3549-KR-L,1
2022-04-25,JNE3256-KR-S,3
2022-04-25,JNE3369-KR-L,1
2022-04-25,JNE3720-KR-XS,2
2022-04-25,SET392-KR-NP-S,1
2022-04-25,JNE3782-KR-XS,1
2022-04-25,JNE3440-KR-N-XL,21
2022-04-25,J0157-DR-XS,2
2022-04-25,JNE3782-KR-XL,5
2022-04-25,SET317-KR-PP-M,1
2022-04-25,SET253-KR-NP-XS,2
2022-04-25,JNE3571-KR-M,1
2022-04-25,JNE3252-KR-XL,1
2022-04-25,JNE3806-KR-XXXL,1
2022-04-25,JNE3365-KR-1052-A-XXL,3
2022-04-25,SET321-KR-DPT-S,1
2022-04-25,BTM031-NP-XS,1
2022-04-25,JNE3760-KR-XXL,1
2022-04-25,J0230-SKD-XXXL,1
2022-04-25,J0346-SET-XXXL,3
2022-04-25,JNE3701-KR-XXXL,1
2022-04-25,JNE3817-KR-S,1
2022-04-25,SET044-KR-NP-L,7
2022-04-25,JNE3567-KR-S,13
2022-04-25,JNE2032-KR-205-M,2
2022-04-25,J0416-DR-M,1
2022-04-25,SET302-KR-PP-XXL,1
2022-04-25,J0204-TP-XL,1
2022-04-25,MEN5021-KR-XL,4
2022-04-25,JNE3703-KR-XL,3
2022-04-25,J0179-KR-S,1
2022-04-25,JNE3524-KR-L,1
2022-04-25,JNE3288-KR-M,1
2022-04-25,J0247-SKD-XXL,1
2022-04-25,JNE3801-KR-M,9
2022-04-25,JNE3797-KR-XS,12
2022-04-25,JNE3688-TU-XL,1
2022-04-25,MEN5001-KR-M,1
2022-04-25,J0028-KR-L,1
2022-04-25,SET219-KR-PP-XL,3
2022-04-25,J0181-TP-M,1
2022-04-25,JNE3454-KR-XL,6
2022-04-25,SET293-KR-NP-XXL,6
2022-04-25,JNE3459-KR-XL,1
2022-04-25,BTM002-S,1
2022-04-25,SET318-KR-SHA-S,2
2022-04-25,J0210-DR-XL,1
2022-04-25,J0355-KR-L,4
2022-04-25,J0215-BL-XL,2
2022-04-25,JNE3810-KR-M,3
2022-04-25,JNE3437-KR-XXXL,3
2022-04-25,BTM031-NP-L,2
2022-04-25,SET193-KR-NP-A-M,2
2022-04-25,NW014-ST-SR-XXL,2
2022-04-25,SET267-KR-NP-XL,1
2022-04-25,JNE3880-DR-L,1
2022-04-25,JNE3818-KR-XS,1
2022-04-25,JNE3785-KR-S,1
2022-04-25,J0003-SET-XL,14
2022-04-25,MEN5021-KR-XXL,2
2022-04-25,MEN5022-KR-XXXL,4
2022-04-25,SET295-KR-NP-S,2
2022-04-25,JNE3742-KR-S,2
2022-04-25,SET110-KR-PP-XXL,4
2022-04-25,SET233-KR-PP-S,3
2022-04-25,JNE3427-KR-M,1
2022-04-25,SET130-KR-NP-XXXL,3
2022-04-25,J0135-SET-XXXL,3
2022-04-25,JNE3438-KR-XXL,3
2022-04-25,J0008-SKD-M,18
2022-04-25,SET383-KR-NP-XL,6
2022-04-25,JNE1998-KR-311-XS,3
2022-04-25,J0415-DR-XXXL,2
2022-04-25,JNE3702-KR-L,6
2022-04-25,J0376-SKD-S,5
2022-04-25,SET246-KR-PP-S,1
2022-04-25,SET333-KR-DPT-L,4
2022-04-25,JNE3615-KR-XL,1
2022-04-25,SET184-KR-PP-L,3
2022-04-25,JNE1525-KR-UDF19-A-L,1
2022-04-25,JNE3543-KR-XL,1
2022-04-25,JNE3611-KR-XXL,9
2022-04-25,SET290-KR-DPT-L,7
2022-04-25,J0124-TP-L,2
2022-04-25,JNE3787-KR-XXXL,3
2022-04-25,JNE3714-KR-XL,2
2022-04-25,J0008-SKD-XL,6
2022-04-25,MEN5007-KR-XXL,3
2022-04-25,JNE3465-KR-S,6
2022-04-25,SET217-KR-PP-L,1
2022-04-25,J0153-DR-XL,1
2022-04-25,SET319-KR-NP-XL,6
2022-04-25,J0006-SET-L,5
2022-04-25,BTM035-NP-XS,2
2022-04-25,JNE3691-TU-S,3
2022-04-25,J0104-KR-M,2
2022-04-25,JNE1525-KR-UDF19-A-M,1
2022-04-25,J0116-TP-S,1
2022-04-25,J0396-DR-XS,1
2022-04-25,SET281-KR-PP-S,1
2022-04-25,JNE3575-KR-XL,1
2022-04-25,J0097-KR-XXXL,2
2022-04-25,J0006-SET-XXL,5
2022-04-25,SET385-KR-NP-XXL,5
2022-04-25,JNE3510-KR-L,10
2022-04-25,SET365-KR-NP-S,2
2022-04-25,MEN5025-KR-M,17
2022-04-25,JNE3549-KR-XXL,2
2022-04-25,JNE3787-KR-M,7
2022-04-25,J0165-TP-XL,1
2022-04-25,JNE3543-KR-XS,5
2022-04-25,SET277-KR-NP-L,1
2022-04-25,SET329-KR-NP-XXL,3
2022-04-25,JNE3500-KR-XS,2
2022-04-25,J0108-SKD-XXXL,2
2022-04-25,JNE3643-TP-N-XL,1
2022-04-25,JNE3655-TP-XXL,1
2022-04-25,SET369-KR-NP-XXL,8
2022-04-25,SET398-KR-PP-S,5
2022-04-25,SET131-KR-NP-XL,1
2022-04-25,JNE3471-KR-S,2
2022-04-25,SET329-KR-NP-XL,1
2022-04-25,JNE3806-KR-L,1
2022-04-25,J0096-KR-XS,2
2022-04-25,BTM021-B-L,1
2022-04-25,J0083-KR-S,1
2022-04-25,J0244-SKD-L,6
2022-04-25,SET303-KR-NP-M,1
2022-04-25,JNE3742-KR-XXXL,1
2022-04-25,JNE3567-KR-XXL,11
2022-04-25,SET053-KR-NP-S,2
2022-04-25,SET393-KR-NP-L,2
2022-04-25,SET279-LC-M,5
2022-04-25,JNE3365-KR-1052-XL,2
2022-04-25,MEN5021-KR-S,1
2022-04-25,JNE3383-KR-A-XL,1
2022-04-25,JNE3803-KR-XS,4
2022-04-25,J0090-TP-XXXL,1
2022-04-25,JNE3767-KR-L,1
2022-04-25,J0201-TP-M,3
2022-04-25,NW003-TP-PJ-S,1
2022-04-25,J0167-KR-S,1
2022-04-25,JNE3669-TU-S,1
2022-04-25,NW013-ST-SR-L,1
2022-04-25,J0342-TP-L,6
2022-04-25,JNE3461-KR-XXXL,6
2022-04-25,JNE3732-KR-L,1
2022-04-25,MEN5032-KR-XXXL,3
2022-04-25,J0301-TP-XXXL,7
2022-04-25,SET184-KR-PP-XL,5
2022-04-25,JNE3405-KR-XL,54
2022-04-25,SET269-KR-NP-XS,2
2022-04-25,J0335-DR-XS,3
2022-04-25,J0277-SKD-M,2
2022-04-25,JNE3614-KR-XXL,3
2022-04-25,J0198-TP-XL,1
2022-04-25,JNE3365-KR-1052-A-XL,4
2022-04-25,JNE3675-TU-XXXL,1
2022-04-25,JNE3402-KR-L,1
2022-04-25,J0210-DR-XXXL,3
2022-04-25,J0003-SET-S,36
2022-04-25,SET385-KR-NP-L,4
2022-04-25,JNE3776-KR-L,1
2022-04-25,SET285-KR-SHA-XXL,1
2022-04-25,J0332-DR-XL,4
2022-04-25,J0158-DR-XL,1
2022-04-25,MEN5006-KR-XL,1
2022-04-25,J0002-SKD-L,1
2022-04-25,BTM048-PP-XS,1
2022-04-25,SET233-KR-PP-L,2
2022-04-25,JNE3528-KR-XXXL,1
2022-04-25,BL025-74BLACK-B,1
2022-04-25,SET388-KR-NP-XXXL,1
2022-04-25,JNE3694-KR-S,1
2022-04-25,J0396-DR-XXL,2
2022-04-25,MEN5032-KR-XL,8
2022-04-25,JNE3522-KR-XXL,8
2022-04-25,J0369-SKD-M,1
2022-04-25,J0291-JS-S,2
2022-04-25,J0139-KR-XXXL,5
2022-04-25,J0283-SET-XS,2
2022-04-25,SET351-KR-NP-M,1
2022-04-25,JNE3566-KR-M,1
2022-04-25,JNE3822-KR-S,2
2022-04-25,BTM030-NP-S,1
2022-04-25,JNE3641-TP-N-S,1
2022-04-25,SET249-KR-NP-L,4
2022-04-25,SET187-KR-DH-XS,1
2022-04-25,JNE3784-KR-XL,11
2022-04-25,SET233-KR-PP-M,8
2022-04-25,JNE3617-KR-S,1
2022-04-25,MEN5002-KR-S,1
2022-04-25,BTM032-NP-XS,1
2022-04-25,SET197-KR-NP-XXXL,1
2022-04-25,SET155-KR-PP-S,1
2022-04-25,JNE3428-KR-S,1
2022-04-25,SET291-KR-PP-XS,2
2022-04-25,J0014-LCD-XS,1
2022-04-25,J0234-SKD-XXXL,2
2022-04-25,J0205-TP-S,1
2022-04-25,JNE3445-KR-XXL,1
2022-04-25,JNE3675-TU-S,1
2022-04-25,JNE3452-KR-XXL,1
2022-04-25,BL057-65BLACK-A,1
2022-04-25,SET324-KR-NP-L,28
2022-04-25,JNE3399-KR-XS,8
2022-04-25,JNE3463-KR-XXXL,8
2022-04-25,JNE3609-KR-XS,3
2022-04-25,J0351-SET-L,4
2022-04-25,JNE3781-KR-L,2
2022-04-25,BL093-S,1
2022-04-25,J0254-SKD-L,1
2022-04-25,BL113-XXL,1
2022-04-25,JNE3255-KR-XL,1
2022-04-25,SET145-KR-NP-S,4
2022-04-25,SET306-KR-PP-XXL,1
2022-04-25,JNE3256-KR-L,1
2022-04-25,J0093-DR-XS,1
2022-04-25,JNE3466-KR-M,1
2022-04-25,JNE3487-KR-S,1
2022-04-25,JNE1998-KR-311-S,1
2022-04-25,J0188-KR-XS,1
2022-04-25,J0344-TP-L,7
2022-04-25,JNE3518-KR-L,5
2022-04-25,JNE3741-KR-M,2
2022-04-25,JNE3718-KR-XXXL,10
2022-04-25,SET356-KR-NP-XXL,3
2022-04-25,JNE3614-KR-XS,1
2022-04-25,SET196-KR-NP-XXL,1
2022-04-25,J0176-TP-XL,4
2022-04-25,JNE3616-KR-M,1
2022-04-25,SET300-KR-NP-L,1
2022-04-25,J0002-SKD-M,5
2022-04-25,JNE3833-KR-L,3
2022-04-25,SET210-KR-PP-XL,2
2022-04-25,SET154-KR-NP-XL,1
2022-04-25,SET085-KR-PT-XS,2
2022-04-25,JNE3440-KR-N-L,37
2022-04-25,MEN5023-KR-XL,6
2022-04-25,SET366-KR-NP-XXXL,1
2022-04-25,J0214-TP-XXL,1
2022-04-25,JNE3806-KR-XS,1
2022-04-25,SET193-KR-NP-A-S,1
2022-04-25,JNE3718-KR-M,4
2022-04-25,JNE3652-TP-N-L,1
2022-04-25,JNE3787-KR-XXL,7
2022-04-25,SET349-KR-NP-XXXL,10
2022-04-25,SET363-KR-NP-M,2
2022-04-25,SET293-KR-NP-M,9
2022-04-25,SET341-KR-NP-XXXL,2
2022-04-25,SET339-KR-NP-S,1
2022-04-25,J0333-DR-XXL,1
2022-04-25,J0003-SET-XXXL,18
2022-04-25,SET251-KR-PP-M,3
2022-04-25,JNE3630-KR-M,1
2022-04-25,NW004-TP-PJ-XXL,2
2022-04-25,MEN5007-KR-XXXL,2
2022-04-25,JNE3645-TP-N-XL,4
2022-04-25,JNE3710-DR-S,5
2022-04-25,SET355-KR-PP-XXL,1
2022-04-25,JNE3366-KR-1053-XL,4
2022-04-25,SET293-KR-NP-L,4
2022-04-25,JNE3384-KR-XXL,2
2022-04-25,SET332-KR-PP-M,1
2022-04-25,JNE3480-KR-S,1
2022-04-25,JNE3479-KR-XL,1
2022-04-25,JNE3709-DR-L,1
2022-04-25,SET356-KR-NP-L,5
2022-04-25,J0396-DR-XL,1
2022-04-25,J0153-DR-L,1
2022-04-25,JNE1906-KR-031-XXXL,1
2022-04-25,J0340-TP-XS,11
2022-04-25,JNE3366-KR-1053-XXXL,13
2022-04-25,J0340-TP-M,8
2022-04-25,J0118-TP-M,9
2022-04-25,JNE3404-KR-L,1
2022-04-25,J0144-SET-XXL,2
2022-04-25,JNE3722-KR-L,2
2022-04-25,JNE3620-KR-L,3
2022-04-25,J0162-SKD-XL,1
2022-04-25,JNE3401-KR-M,2
2022-04-25,MEN5001-KR-XL,1
2022-04-25,JNE3065-KR-S,1
2022-04-25,JNE3802-KR-XS,3
2022-04-25,SET098-KR-PP-L,4
2022-04-25,J0111-TP-XL,2
2022-04-25,J0151-KR-XXL,1
2022-04-25,J0213-TP-XL,1
2022-04-25,SET386-KR-NP-XXL,3
2022-04-25,SET402-KR-NP-L,1
2022-04-25,J0087-TP-M,2
2022-04-25,J0310-TP-XL,1
2022-04-25,SET044-KR-NP-M,2
2022-04-25,SET258-KR-PP-XL,3
2022-04-25,JNE3774-KR-XS,1
2022-04-25,SET401-KR-NP-L,1
2022-04-25,SET165-KR-PP-M,3
2022-04-25,JNE3516-KR-E-L,1
2022-04-25,JNE3487-KR-M,1
2022-04-25,SET351-KR-NP-XL,2
2022-04-25,JNE3863-TU-M,1
2022-04-25,SET271-KR-NP-S,2
2022-04-25,MEN5026-KR-S,2
2022-04-25,SET188-KR-NP-XXL,1
2022-04-25,MEN5004-KR-M,18
2022-04-25,J0043-SET-XS,1
2022-04-25,JNE2199-KR-411-A-L,4
2022-04-25,JNE3621-KR-XXL,2
2022-04-25,JNE3684-TU-L,2
2022-04-25,J0284-SKD-XXXL,3
2022-04-25,JNE3579-KR-M,2
2022-04-25,JNE3403-KR-L,2
2022-04-25,MEN5008-KR-M,2
2022-04-25,J0370-SKD-XS,1
2022-04-25,JNE3717-KR-XXL,1
2022-04-25,NW013-ST-SR-S,1
2022-04-25,JNE2205-KR-467-A-S,1
2022-04-25,JNE3383-KR-A-S,1
2022-04-25,JNE3869-DR-XS,1
2022-04-25,JNE3707-DR-XXL,1
2022-04-25,J0190-TP-L,2
2022-04-25,J0135-SET-XS,1
2022-04-25,J0249-SKD-L,2
2022-04-25,J0335-DR-XL,10
2022-04-25,J0189-TP-XL,2
2022-04-25,JNE3476-KR-XL,1
2022-04-25,SET310-KR-NP-XL,1
2022-04-25,J0110-SKD-XL,1
2022-04-25,SET226-KR-PP-XXL,1
2022-04-25,SET398-KR-PP-L,8
2022-04-25,JNE3761-KR-S,2
2022-04-25,SET398-KR-PP-XS,2
2022-04-25,MEN5021-KR-L,1
2022-04-25,SET223-KR-NP-XXL,1
2022-04-25,J0216-BL-M,1
2022-04-25,SET204-KR-DPT-XS,3
2022-04-25,J0195-TP-XXL,1
2022-04-25,J0092-SET-XL,2
2022-04-25,SET145-KR-NP-XXXL,3
2022-04-25,MEN5032-KR-XXL,1
2022-04-25,SET062-KR-SP-S,1
2022-04-25,BTM002-B-L,1
2022-04-25,SET014-KR-PP-XS,1
2022-04-25,SET218-KR-NP-S,1
2022-04-25,J0196-TP-L,2
2022-04-25,J0034-SET-M,1
2022-04-25,SET340-KR-NP-XXL,2
2022-04-25,J0211-DR-XXXL,1
2022-04-25,JNE2171-KR-437-S,5
